statistic_yyy,district_code,site_id,village,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_graduated_f,edu_doctor_ungraduated_m,edu_doctor_ungraduated_f,edu_master_graduated_m,edu_master_graduated_f,edu_master_ungraduated_m,edu_master_ungraduated_f,edu_university_graduated_m,edu_university_graduated_f,edu_university_ungraduated_m,edu_university_ungraduated_f,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_graduated_f,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_2ys_ungraduated_f,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_graduated_f,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_final2y_ungraduated_f,edu_senior_graduated_m,edu_senior_graduated_f,edu_senior_ungraduated_m,edu_senior_ungraduated_f,edu_seniorvocational_graduated_m,edu_seniorvocational_graduated_f,edu_seniorvocational_ungraduated_m,edu_seniorvocational_ungraduated_f,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_f,edu_junior_graduated_m,edu_junior_graduated_f,edu_junior_ungraduated_m,edu_junior_ungraduated_f,edu_juniorvocational_graduated_m,edu_juniorvocational_graduated_f,edu_juniorvocational_ungraduated_m,edu_juniorvocational_ungraduated_f,edu_primary_graduated_m,edu_primary_graduated_f,edu_primary_ungraduated_m,edu_primary_ungraduated_f,edu_selftaughtl_m,edu_selftaughtl_f,edu_illiterate_m,edu_illiterate_f
統計年,區域別代碼,區域別,村里名稱,總計,博畢_男,博畢_女,博肄_男,博肄_女,碩畢_男,碩畢_女,碩肄_男,碩肄_女,大畢_男,大畢_女,大肄_男,大肄_女,二畢_男,二畢_女,二肄_男,二肄_女,後二畢_男,後二畢_女,後二肄_男,後二肄_女,高畢_男,高畢_女,高肄_男,高肄_女,職畢_男,職畢_女,職肄_男,職肄_女,前三肄_男,前三肄_女,國畢_男,國畢_女,國肄_男,國肄_女,初畢_男,初畢_女,初肄_男,初肄_女,小畢_男,小畢_女,小肄_男,小肄_女,自修_男,自修_女,不識_男,不識_女
108,64000080029,高雄市苓雅區,林西里,1592,11,7,3,2,66,46,19,13,173,172,52,41,52,35,11,4,53,41,3,2,42,54,12,8,138,160,23,20,8,5,41,65,12,15,1,1,1,1,41,105,3,15,0,6,0,9
108,64000080030,高雄市苓雅區,林中里,2858,14,3,8,2,142,90,29,25,351,359,84,74,71,84,12,12,121,80,6,3,67,76,31,16,256,254,46,28,1,8,67,121,10,15,3,5,1,1,65,162,7,25,0,4,2,17
108,64000080031,高雄市苓雅區,林泉里,1941,29,15,3,7,134,113,23,22,298,339,64,58,47,77,11,3,68,59,2,3,28,47,28,34,91,149,13,14,3,5,19,51,4,7,1,0,0,0,5,51,1,6,0,3,1,5
108,64000080032,高雄市苓雅區,林南里,2938,23,16,14,4,183,159,36,37,358,518,95,83,75,123,22,11,112,113,3,1,61,94,32,31,135,238,29,19,4,10,45,91,8,9,1,2,0,0,28,87,2,18,0,1,1,6
108,64000080033,高雄市苓雅區,中正里,2867,36,16,9,6,195,161,29,39,423,516,109,101,65,123,6,12,76,133,3,3,44,78,38,37,117,231,22,14,3,8,33,56,2,6,0,3,0,0,19,66,3,16,0,2,0,8
108,64000080034,高雄市苓雅區,尚義里,1543,14,5,2,1,94,66,19,14,201,237,53,39,33,60,6,5,48,49,6,3,35,47,23,14,110,138,15,13,2,3,32,56,5,4,1,1,0,0,15,65,2,5,0,2,0,0
108,64000080035,高雄市苓雅區,同慶里,2265,25,19,10,4,157,120,23,29,286,421,86,68,42,94,8,3,46,73,4,8,28,43,40,41,129,189,20,12,2,3,43,51,14,15,0,2,0,0,23,58,2,11,0,3,1,9
108,64000080036,高雄市苓雅區,凱旋里,2177,20,7,6,3,109,85,24,21,270,321,61,55,65,86,9,12,64,63,6,4,51,56,37,27,149,178,34,22,2,6,62,78,9,12,1,2,1,0,40,80,1,21,0,3,0,14
108,64000080037,高雄市苓雅區,安祥里,2300,27,10,10,1,130,105,25,29,340,393,77,57,58,85,8,6,85,76,5,1,37,72,26,32,120,189,22,13,2,7,25,73,5,12,2,4,0,0,22,90,4,6,0,1,1,7
108,64000080038,高雄市苓雅區,奏捷里,1563,11,10,3,2,55,54,13,14,180,199,54,37,45,42,7,3,48,33,3,2,27,31,18,16,129,152,25,16,2,7,52,59,9,7,2,2,0,0,42,108,3,22,1,3,0,15
108,64000080039,高雄市苓雅區,福壽里,1468,6,0,2,0,40,30,16,6,114,137,49,36,44,32,7,7,33,27,2,1,29,23,16,12,169,153,43,19,1,3,84,63,15,9,2,0,0,0,70,111,9,20,1,4,2,21
108,64000080040,高雄市苓雅區,福南里,1738,6,3,1,1,50,36,8,6,166,159,53,47,52,40,8,2,47,27,4,2,31,30,9,8,203,175,40,24,1,5,90,81,18,12,2,2,1,0,99,128,9,20,0,1,1,30
108,64000080041,高雄市苓雅區,五權里,2193,10,6,7,4,93,77,31,24,272,297,69,63,62,71,9,11,70,60,3,1,49,69,25,20,178,197,37,28,3,5,51,87,15,7,0,1,0,0,49,105,4,9,0,1,2,11
108,64000080042,高雄市苓雅區,民主里,3854,23,6,8,1,177,131,43,35,491,488,121,93,113,140,21,13,127,110,7,5,91,97,25,35,332,381,62,34,6,8,111,138,20,18,5,5,0,1,80,192,10,19,1,5,4,21
108,64000080043,高雄市苓雅區,林德里,1872,18,13,8,9,82,74,23,16,238,240,67,55,26,58,2,6,43,53,1,3,42,51,17,15,146,172,28,18,6,7,58,55,12,12,1,5,0,0,50,91,8,19,2,6,0,16
108,64000080044,高雄市苓雅區,林貴里,1841,9,7,4,0,100,62,29,16,234,275,65,63,51,54,5,10,42,55,4,3,23,54,16,18,138,163,34,21,4,3,40,57,10,5,1,1,1,0,40,87,7,17,1,3,2,7
108,64000080045,高雄市苓雅區,林榮里,3990,8,4,10,1,165,130,39,40,541,539,124,95,121,114,23,11,131,100,4,3,77,108,31,33,320,450,74,52,6,13,108,146,12,14,2,5,0,1,74,207,10,24,0,1,0,19
108,64000080046,高雄市苓雅區,英明里,1918,8,0,1,2,70,48,18,15,183,212,78,60,54,67,14,4,47,36,2,3,43,59,27,20,165,204,45,24,1,2,75,81,2,9,5,0,2,0,51,135,5,22,1,1,1,16
108,64000080047,高雄市苓雅區,林靖里,1541,10,8,8,3,99,69,21,23,216,223,55,34,48,58,5,4,44,42,2,0,29,31,19,13,97,121,19,13,1,5,27,38,8,12,2,1,0,0,31,72,7,9,0,2,0,12
108,64000080048,高雄市苓雅區,朝陽里,1471,7,1,2,2,68,41,17,18,140,156,43,49,43,43,12,3,49,37,3,0,38,36,9,12,123,169,30,19,2,4,47,59,6,10,0,1,1,0,46,93,2,13,0,4,0,13
108,64000080049,高雄市苓雅區,福隆里,2556,7,2,3,3,78,67,26,13,298,295,74,66,81,81,20,8,97,64,4,0,51,56,26,13,224,258,63,31,2,13,92,116,18,11,0,3,0,0,72,177,3,15,1,0,0,24
108,64000080050,高雄市苓雅區,福祥里,1230,4,3,0,0,51,18,8,7,117,111,46,18,36,37,12,5,38,27,1,0,32,31,13,9,138,144,33,21,3,5,49,55,5,7,2,1,0,0,37,94,3,0,0,1,0,8
108,64000080051,高雄市苓雅區,福海里,1067,3,2,3,0,31,14,8,4,115,103,36,25,42,34,6,9,43,25,1,2,19,24,6,8,102,121,22,24,1,2,26,43,6,7,0,1,0,3,35,76,5,16,1,1,1,11
108,64000080052,高雄市苓雅區,福康里,1909,3,1,3,1,55,36,9,10,191,189,45,47,59,43,9,5,59,48,4,1,41,41,11,16,230,176,31,29,0,10,91,84,14,11,4,4,0,0,76,163,7,24,1,5,1,21
108,64000080053,高雄市苓雅區,福人里,2094,3,2,6,1,52,27,14,9,219,195,66,35,55,59,8,14,58,44,5,2,42,50,21,19,246,220,57,31,2,7,95,115,11,7,0,0,0,0,79,158,4,30,0,1,0,25
108,64000080054,高雄市苓雅區,福地里,2689,5,8,4,3,70,47,17,22,244,211,83,64,83,64,17,8,74,45,4,3,42,59,27,15,312,314,67,36,2,8,115,142,19,14,3,5,2,0,127,219,10,38,1,3,5,28
108,64000080055,高雄市苓雅區,福居里,2717,4,1,1,1,56,29,22,13,226,250,55,64,74,68,18,13,52,43,5,1,55,43,20,21,341,274,93,40,3,9,154,136,19,11,3,8,2,0,129,256,10,28,1,5,4,56
108,64000080056,高雄市苓雅區,福東里,2648,3,3,5,2,67,44,28,20,263,290,91,59,92,97,17,11,78,63,4,2,60,60,24,21,286,294,62,37,3,7,87,113,19,17,4,3,1,0,90,157,10,31,0,1,1,21
108,64000080057,高雄市苓雅區,福西里,1816,0,1,0,1,44,22,9,9,135,157,54,39,48,48,5,4,41,29,5,1,31,36,22,17,224,223,47,36,3,6,97,95,13,7,2,4,1,1,90,139,8,24,1,5,1,31
108,64000080058,高雄市苓雅區,永康里,2167,8,3,4,3,80,55,30,21,254,240,72,60,75,57,9,5,70,56,1,2,51,40,8,16,207,204,33,30,5,3,79,108,10,17,0,2,0,0,67,130,12,16,1,4,0,19
108,64000080059,高雄市苓雅區,正文里,2113,11,3,1,5,103,85,25,22,285,304,57,48,54,58,5,6,72,53,5,1,48,62,27,22,172,219,27,20,2,11,48,65,8,11,1,2,0,0,29,113,3,9,0,2,0,9
108,64000080060,高雄市苓雅區,正言里,2815,11,10,7,2,129,95,20,25,382,366,81,69,60,94,14,12,103,81,3,1,69,78,29,28,234,331,41,38,4,7,61,103,15,21,2,3,0,0,42,108,4,21,1,1,0,9
108,64000080061,高雄市苓雅區,正大里,5128,21,9,10,10,198,169,57,55,632,678,169,161,141,159,27,19,132,132,7,10,113,146,45,55,452,554,81,78,3,13,136,219,25,35,2,2,1,2,83,229,5,25,1,5,1,21
108,64000080062,高雄市苓雅區,五福里,3796,14,7,7,3,138,86,36,33,424,396,104,99,115,115,28,8,123,95,11,3,92,105,21,32,388,432,64,38,5,13,126,158,24,24,3,6,0,1,97,254,4,36,0,4,3,21
108,64000080063,高雄市苓雅區,正心里,3597,14,6,9,1,176,111,40,25,504,457,96,78,96,108,11,9,136,117,2,2,79,93,27,34,258,387,52,32,3,12,113,136,17,18,3,3,0,0,91,192,5,20,1,4,0,19
108,64000080064,高雄市苓雅區,正道里,4181,11,3,10,6,148,98,40,31,471,523,127,109,113,138,22,12,143,107,7,3,93,128,43,37,372,484,80,57,4,10,131,165,21,25,3,4,2,2,98,235,7,28,0,5,1,24
108,64000080065,高雄市苓雅區,正義里,2466,19,6,12,4,108,80,32,17,331,305,86,77,77,65,8,13,75,56,4,5,51,60,31,20,212,202,32,28,5,4,73,87,11,8,1,4,0,2,77,127,9,22,0,1,0,19
108,64000080066,高雄市苓雅區,正仁里,2562,8,2,2,1,86,57,23,17,312,309,67,66,75,78,16,7,81,69,4,2,55,66,20,22,265,274,45,26,0,9,85,118,9,15,0,6,0,0,61,150,5,23,0,2,2,22
108,64000080067,高雄市苓雅區,文昌里,3767,9,5,3,2,109,70,30,29,384,415,93,88,111,105,25,20,104,86,6,3,76,83,30,42,390,419,79,47,2,11,147,185,17,27,3,3,1,1,155,283,9,28,0,5,2,25
108,64000080068,高雄市苓雅區,建軍里,2032,2,0,4,1,48,34,21,15,208,166,70,52,51,52,10,7,58,47,3,1,41,26,24,11,227,229,50,26,1,7,89,114,15,9,2,1,0,0,98,161,2,21,1,1,0,26
108,64000080069,高雄市苓雅區,衛武里,1990,5,2,2,0,51,37,15,8,209,196,53,56,69,61,15,9,52,46,8,4,56,57,19,15,224,204,36,31,1,6,82,118,16,13,2,1,1,0,45,131,6,16,0,1,0,11
108,64000090001,高雄市前鎮區,草衙里,9684,9,2,9,0,170,91,54,39,711,804,347,307,232,226,59,47,195,131,19,8,197,196,99,86,1197,1025,334,200,15,41,582,611,74,74,7,4,5,0,442,724,26,145,3,12,7,118
108,64000090002,高雄市前鎮區,明孝里,2433,4,4,3,0,36,23,14,11,172,213,98,61,52,44,10,8,64,34,5,1,65,37,26,25,277,266,78,52,3,11,154,132,19,25,2,0,0,0,127,173,9,48,0,6,1,40
108,64000090003,高雄市前鎮區,明正里,5202,10,0,7,3,151,82,39,27,514,547,174,128,158,133,21,19,142,86,9,4,90,75,56,37,619,514,128,88,11,28,244,230,34,32,6,4,0,2,243,326,21,62,0,8,10,80
108,64000090004,高雄市前鎮區,明義里,2315,3,1,1,1,43,25,17,10,200,215,81,58,64,62,11,11,38,40,6,3,51,38,25,17,298,240,55,37,2,14,126,111,14,17,1,1,1,0,99,162,14,48,0,5,6,43
108,64000090005,高雄市前鎮區,仁愛里,1329,2,1,2,1,22,8,6,9,89,82,40,33,23,30,13,4,30,20,3,3,29,23,11,12,167,128,47,21,0,2,97,79,17,9,2,0,2,1,83,117,4,24,0,3,5,25
108,64000090006,高雄市前鎮區,德昌里,1956,2,0,3,0,25,15,5,8,174,147,55,56,56,51,16,8,37,22,5,6,48,37,12,10,258,208,58,43,2,12,105,111,19,16,3,2,0,0,80,161,10,31,1,1,2,35
108,64000090007,高雄市前鎮區,平等里,2903,3,3,3,1,61,49,15,8,240,230,69,57,66,62,12,8,87,63,5,5,96,59,40,19,356,243,96,46,6,10,247,152,45,23,1,0,3,0,157,173,18,33,0,3,5,25
108,64000090008,高雄市前鎮區,平昌里,626,0,1,0,0,6,5,2,1,30,50,21,12,13,13,5,2,15,7,1,0,15,12,13,3,86,54,21,9,1,10,36,32,7,4,3,0,0,0,40,61,3,9,1,3,0,19
108,64000090009,高雄市前鎮區,明禮里,1492,1,1,3,0,22,11,5,4,94,103,32,37,40,31,10,4,33,18,1,0,31,19,12,10,189,123,57,31,1,7,112,85,16,17,1,1,0,0,98,149,9,36,0,5,2,31
108,64000090010,高雄市前鎮區,信義里,1434,5,0,1,1,17,11,12,9,87,101,32,41,43,33,11,4,22,25,4,3,25,15,14,8,165,140,61,23,2,6,124,85,14,6,4,1,0,0,84,115,11,28,1,5,3,32
108,64000090011,高雄市前鎮區,信德里,2341,2,1,1,1,27,18,6,3,143,155,67,63,48,42,13,15,41,27,2,5,45,30,19,18,326,240,112,48,3,11,177,129,24,21,5,3,1,0,139,211,11,40,0,3,2,43
108,64000090012,高雄市前鎮區,明道里,1085,0,0,1,0,11,11,4,1,98,81,31,27,31,27,8,0,20,9,1,1,33,15,8,9,129,99,23,16,0,2,91,55,14,14,1,1,0,0,66,101,5,20,0,0,4,17
108,64000090013,高雄市前鎮區,興化里,688,1,1,0,0,9,4,3,2,40,45,14,16,11,13,1,1,17,8,0,1,13,8,8,8,101,67,27,11,0,1,62,37,9,6,1,1,0,0,41,63,3,16,0,0,3,15
108,64000090014,高雄市前鎮區,興仁里,734,0,0,1,0,6,4,4,0,32,37,20,12,18,15,1,1,12,7,2,1,19,13,2,5,103,67,19,16,1,3,57,51,14,9,1,0,0,0,51,67,9,18,1,1,4,30
108,64000090015,高雄市前鎮區,前鎮里,1361,4,1,0,1,27,16,4,4,107,82,30,32,36,22,15,5,24,21,2,0,41,17,16,11,178,137,42,23,0,7,97,87,12,5,1,1,0,0,68,118,10,26,2,1,3,25
108,64000090016,高雄市前鎮區,鎮東里,1712,3,3,2,0,37,21,13,4,119,143,54,44,48,31,14,5,36,27,3,0,27,33,13,12,260,180,37,26,0,4,99,80,8,10,0,1,1,0,80,174,7,29,0,2,3,19
108,64000090017,高雄市前鎮區,鎮榮里,2199,1,1,2,1,37,30,8,14,164,170,64,55,61,38,10,10,42,25,5,1,44,46,21,18,297,227,62,36,1,11,119,123,15,15,8,2,0,1,128,187,13,48,1,7,1,29
108,64000090018,高雄市前鎮區,鎮昌里,2030,1,2,1,1,33,27,13,10,166,156,49,49,44,46,11,11,42,29,4,2,38,25,16,17,256,213,62,34,3,8,124,119,29,15,3,0,1,0,107,171,18,33,3,1,2,35
108,64000090019,高雄市前鎮區,鎮海里,4203,9,3,6,4,132,65,43,30,389,415,122,119,113,117,24,20,98,89,6,4,89,88,42,58,470,407,97,79,3,8,203,195,42,25,3,2,1,0,154,300,15,53,1,5,5,50
108,64000090020,高雄市前鎮區,鎮陽里,945,1,0,0,0,18,12,2,4,89,74,23,12,25,17,6,5,19,10,2,1,22,19,9,11,111,90,25,12,0,6,58,60,14,9,3,1,0,0,40,92,3,15,0,2,1,22
108,64000090021,高雄市前鎮區,興邦里,2903,10,7,4,1,130,57,33,26,327,358,116,100,81,111,11,14,94,65,4,2,50,64,41,36,309,309,42,36,7,15,85,107,11,11,1,2,0,0,62,123,7,15,1,3,1,14
108,64000090022,高雄市前鎮區,鎮中里,839,1,0,2,2,14,6,2,2,54,76,18,20,20,20,3,2,19,6,1,1,17,14,6,5,147,81,28,14,3,1,48,37,8,6,1,0,0,1,47,68,7,16,0,2,0,13
108,64000090023,高雄市前鎮區,鎮北里,1135,3,0,0,0,23,21,10,4,91,96,30,30,38,27,6,4,25,17,4,2,24,22,7,11,142,107,39,22,0,1,73,58,6,8,0,1,0,1,54,86,2,15,0,0,3,22
108,64000090024,高雄市前鎮區,忠純里,5327,13,2,9,3,182,86,43,43,610,550,139,130,184,182,27,22,157,140,9,4,145,193,51,56,565,595,119,74,7,17,146,221,29,46,3,3,0,1,100,280,14,70,1,7,7,42
108,64000090025,高雄市前鎮區,忠誠里,2151,4,0,4,2,61,24,37,10,242,196,54,54,98,75,20,9,65,46,3,1,76,76,32,17,257,285,35,24,3,8,47,82,17,13,1,1,0,0,27,108,2,23,1,3,0,8
108,64000090028,高雄市前鎮區,西山里,3497,16,8,6,4,165,96,26,33,428,433,126,101,111,101,18,10,107,102,4,5,67,117,30,33,283,353,62,42,4,11,99,141,12,20,1,6,1,0,89,183,6,19,0,4,1,13
108,64000090029,高雄市前鎮區,民權里,4113,24,9,9,4,218,158,50,59,555,634,136,129,129,138,26,9,134,142,4,8,73,109,43,32,291,379,49,37,5,12,85,111,14,25,1,2,1,1,52,167,8,21,1,3,0,16
108,64000090030,高雄市前鎮區,建隆里,1272,10,2,2,1,78,51,16,15,142,169,41,36,27,32,6,3,48,37,0,2,32,37,14,22,88,101,21,11,0,1,48,38,7,3,1,2,0,0,30,69,5,16,0,0,1,7
108,64000090031,高雄市前鎮區,振興里,2327,18,10,6,4,100,95,27,24,297,310,83,66,62,78,13,10,75,65,6,3,36,60,25,26,172,212,41,22,3,6,64,84,15,8,3,3,0,0,53,97,11,14,1,2,1,16
108,64000090032,高雄市前鎮區,良和里,2913,27,5,7,3,176,104,34,30,420,412,104,89,88,93,9,5,113,90,9,1,62,86,44,34,175,271,26,35,2,10,42,94,22,16,2,2,0,1,47,89,6,18,0,2,0,8
108,64000090033,高雄市前鎮區,西甲里,2104,11,2,3,1,87,63,11,19,248,269,57,73,58,57,5,7,58,54,1,3,34,44,30,16,190,181,32,13,0,4,83,79,18,13,2,1,0,0,75,142,15,27,0,2,3,13
108,64000090034,高雄市前鎮區,盛興里,2766,9,7,5,4,114,69,30,17,317,335,91,65,78,83,14,16,90,91,12,2,58,119,33,20,226,332,45,29,5,8,87,131,8,13,0,2,0,0,39,127,4,18,0,2,1,10
108,64000090035,高雄市前鎮區,盛豐里,3074,9,2,4,5,113,81,28,24,330,361,95,92,67,95,16,18,100,89,6,5,96,108,33,29,268,337,45,36,4,5,81,136,22,17,2,5,0,1,85,185,4,16,0,2,2,15
108,64000090036,高雄市前鎮區,興中里,3165,9,3,3,3,81,59,21,21,336,353,102,82,85,80,28,10,88,84,6,5,90,88,40,18,314,386,70,54,6,8,115,127,19,17,4,3,1,0,83,205,6,34,1,1,2,14
108,64000090037,高雄市前鎮區,興東里,5634,30,17,15,5,250,176,67,54,697,771,209,174,163,186,35,17,176,192,9,1,118,145,75,67,406,541,79,75,10,11,145,202,25,27,7,8,1,1,117,262,6,30,0,6,0,26
108,64000090038,高雄市前鎮區,忠孝里,2892,19,7,10,3,111,86,30,32,397,398,86,74,92,72,12,13,101,82,6,1,68,89,34,23,217,261,32,22,3,11,100,108,12,11,0,4,2,1,49,161,8,22,1,1,2,18
108,64000090039,高雄市前鎮區,復國里,2748,8,1,8,3,97,59,26,23,312,288,83,68,69,57,8,9,87,61,3,6,58,74,19,35,253,267,58,36,1,9,121,127,16,8,6,5,0,0,97,202,8,38,1,1,2,30
108,64000090040,高雄市前鎮區,竹內里,2764,7,1,3,2,91,61,16,16,302,307,82,59,70,73,10,12,62,55,5,2,60,52,30,26,268,290,64,35,4,14,127,143,16,16,1,2,0,0,115,198,10,31,0,3,1,22
108,64000090041,高雄市前鎮區,竹東里,2199,8,2,0,1,74,42,7,7,215,257,62,55,66,62,13,13,60,51,1,4,68,66,23,20,204,238,57,35,2,12,103,113,21,8,1,2,0,0,52,147,9,13,0,1,0,4
108,64000090042,高雄市前鎮區,竹南里,6958,31,15,21,9,387,266,83,66,820,1049,220,197,200,268,30,31,175,211,7,12,123,151,80,91,477,658,133,89,9,21,191,215,30,38,1,5,2,0,124,312,22,55,1,0,3,29
108,64000090043,高雄市前鎮區,竹北里,2304,10,5,3,2,94,64,20,21,258,286,68,75,60,64,9,11,60,47,6,2,46,61,19,18,210,225,49,41,5,4,82,97,18,16,2,4,0,0,72,133,5,18,1,2,0,11
108,64000090044,高雄市前鎮區,竹西里,4197,14,4,9,3,190,105,55,43,493,555,143,123,111,138,20,16,136,117,8,3,85,111,47,35,342,397,65,56,3,19,127,160,21,17,2,1,2,0,111,216,11,45,2,4,0,32
108,64000090045,高雄市前鎮區,竹中里,3375,11,10,6,6,126,87,33,33,377,425,93,80,118,99,14,11,113,97,5,2,67,74,31,32,285,381,57,42,3,10,105,139,16,20,1,2,0,0,80,209,6,36,0,8,1,24
108,64000090046,高雄市前鎮區,瑞竹里,1616,4,3,1,0,54,43,18,14,137,178,55,50,40,49,3,4,38,42,3,2,38,33,18,18,166,158,46,25,3,6,71,67,17,11,1,1,1,0,56,94,5,21,3,1,0,18
108,64000090047,高雄市前鎮區,瑞南里,4792,9,4,5,1,125,87,44,29,419,538,159,127,135,135,30,17,114,96,5,3,83,69,77,65,500,475,135,77,6,23,216,218,41,23,3,3,0,1,203,337,24,68,2,5,5,51
108,64000090048,高雄市前鎮區,瑞豐里,2806,4,1,1,1,77,52,21,13,245,279,104,85,86,107,16,10,60,59,4,7,53,49,40,32,274,301,72,52,4,12,119,127,21,15,4,2,1,0,124,199,13,34,1,2,3,20
108,64000090049,高雄市前鎮區,瑞祥里,4815,13,3,5,3,135,95,51,45,490,544,183,172,144,157,27,17,103,122,5,2,81,108,71,74,476,511,118,84,10,23,164,225,23,27,5,4,0,1,128,264,13,50,1,7,3,28
108,64000090050,高雄市前鎮區,瑞東里,2401,6,2,4,2,72,32,13,18,207,256,72,70,66,82,13,12,73,44,4,1,38,34,28,35,268,232,41,43,3,18,101,121,17,11,1,4,0,0,97,189,11,35,0,1,1,23
108,64000090051,高雄市前鎮區,瑞和里,1980,3,4,0,1,50,34,12,6,154,151,71,62,54,63,14,9,41,40,3,6,44,35,16,19,221,195,65,36,1,6,96,85,22,18,0,2,0,0,98,154,17,40,0,1,2,29
108,64000090052,高雄市前鎮區,瑞平里,3690,2,4,5,3,116,70,32,37,356,387,127,119,109,126,22,16,90,91,5,3,62,59,58,48,372,399,84,42,6,17,138,161,35,30,4,2,0,0,114,238,15,37,0,3,5,41
108,64000090053,高雄市前鎮區,瑞隆里,3629,7,2,4,1,93,58,24,23,331,389,125,107,99,108,19,10,78,66,4,7,62,72,46,48,410,368,94,74,4,15,151,176,30,17,5,5,1,3,162,240,7,43,0,4,1,36
108,64000090054,高雄市前鎮區,瑞北里,3279,7,3,3,2,81,53,24,18,300,382,90,75,81,79,20,11,66,50,6,1,66,63,27,26,350,358,88,56,3,16,181,191,25,19,5,5,1,0,142,232,16,34,0,0,3,20
108,64000090055,高雄市前鎮區,瑞西里,2640,5,0,2,1,74,39,25,22,261,198,66,57,73,72,11,11,71,47,5,0,66,49,25,14,303,273,57,45,3,7,118,111,17,20,2,4,1,0,135,256,11,45,1,0,2,35
108,64000090056,高雄市前鎮區,瑞崗里,2621,5,4,3,0,71,35,18,13,238,262,71,74,98,61,21,13,83,48,6,0,58,53,15,21,266,290,63,36,2,14,119,149,12,20,5,2,1,0,105,215,4,17,2,5,0,23
108,64000090057,高雄市前鎮區,瑞興里,2568,6,0,0,0,54,38,15,16,255,240,73,61,77,69,16,9,67,48,4,5,45,40,21,20,305,289,61,46,6,5,95,127,14,17,4,4,1,0,111,216,12,36,1,10,4,25
108,64000090058,高雄市前鎮區,瑞誠里,2590,2,0,4,1,58,44,25,12,254,273,78,85,73,76,14,9,75,47,3,3,50,67,23,13,322,300,66,30,4,8,109,137,16,20,1,1,2,1,79,150,6,27,0,4,1,17
108,64000090059,高雄市前鎮區,瑞文里,2465,5,2,0,0,48,29,14,16,243,258,80,73,66,65,17,10,57,40,4,3,62,46,28,27,289,279,62,39,3,11,93,126,21,17,2,2,1,2,103,163,9,23,0,2,1,24
108,64000090060,高雄市前鎮區,瑞華里,4631,13,3,7,4,189,97,60,38,479,549,186,163,144,134,30,21,150,123,6,4,74,80,54,61,404,490,89,72,7,27,155,170,27,31,3,6,0,0,136,264,9,46,0,2,1,23
108,64000090061,高雄市前鎮區,瑞昌里,3229,8,4,6,1,106,66,26,24,320,377,89,87,104,98,17,12,89,66,10,5,60,61,35,35,346,339,62,47,2,10,127,157,23,23,2,4,0,0,107,211,10,28,1,1,0,23
108,64000100001,高雄市旗津區,旗下里,1221,0,1,1,0,20,19,10,2,97,95,48,24,24,27,3,4,32,25,3,1,22,24,14,9,131,106,38,28,2,3,90,53,12,11,0,0,0,0,85,95,10,25,0,0,2,25
108,64000100002,高雄市旗津區,永安里,1127,0,0,0,1,19,8,4,6,77,77,36,20,26,25,3,5,18,13,5,3,21,16,13,14,136,99,32,25,5,5,87,63,19,9,0,0,0,0,85,90,5,38,0,2,1,16
108,64000100003,高雄市旗津區,振興里,1660,3,0,3,1,49,17,6,6,125,131,52,46,29,36,10,7,37,23,1,3,32,30,12,13,174,160,64,26,8,10,131,74,9,8,1,1,0,0,124,125,8,31,0,3,3,28
108,64000100004,高雄市旗津區,慈愛里,2387,1,0,0,0,12,24,9,9,111,133,79,72,34,50,14,11,23,23,3,1,43,38,22,23,256,210,81,61,5,14,265,189,38,26,0,0,0,0,160,176,38,66,0,2,13,52
108,64000100005,高雄市旗津區,復興里,3049,2,1,1,3,39,16,11,8,154,225,109,95,49,65,17,12,51,40,9,2,25,42,20,30,342,288,134,75,12,25,288,168,32,27,0,0,1,0,203,233,20,94,0,11,5,65
108,64000100006,高雄市旗津區,中華里,1581,2,0,0,0,26,15,9,9,92,117,57,60,27,33,8,4,19,17,2,1,18,27,18,27,183,168,38,28,5,7,134,103,18,13,0,0,0,1,99,115,13,30,0,3,5,30
108,64000100007,高雄市旗津區,實踐里,1401,0,0,2,0,19,14,7,6,71,91,34,37,16,28,3,10,24,18,1,0,23,27,17,11,178,143,50,31,5,7,125,88,16,17,0,0,0,1,92,106,14,40,0,1,4,24
108,64000100008,高雄市旗津區,北汕里,2769,1,0,2,0,37,23,12,5,143,143,86,81,53,49,17,12,32,32,5,1,67,48,27,29,280,235,128,96,17,18,300,207,35,23,0,0,0,0,174,226,21,58,2,1,5,38
108,64000100009,高雄市旗津區,南汕里,2102,3,1,1,1,26,18,14,15,129,155,68,50,46,40,12,4,32,24,2,2,38,28,19,10,202,169,63,53,8,9,253,133,29,18,3,0,0,0,153,162,27,51,0,3,2,26
108,64000100010,高雄市旗津區,上竹里,2902,2,2,1,0,40,22,21,6,177,239,92,79,51,57,4,7,44,31,6,1,40,38,31,26,281,247,100,63,9,14,289,168,54,15,0,1,1,0,246,226,30,92,0,0,2,47
